district,locality,latitude,longitude,provice,id,zip_code,property_sub_type,property_type,price,nb_bedrooms,living_area,surface_of_the_plot,nb_facades,state_of_building,fireplace,equipped_kitchen,garden,garden_surface,terrace,terrace_surface,furnished,swimming_pool
Anvers,HOBOKEN,51.1840336,4.366389,Anvers,20499890,2660,Ground_Floor,APARTMENT,219500.0,1,73,,2,As new,0,0,1,19,0,,0,0
Saint-Nicolas,LOKEREN,51.111429,3.9856199,Flandre Orientale,20489547,9160,Apartment,APARTMENT,240000.0,2,86,,2,Good,0,0,0,,1,7,0,0
Bruxelles,Anderlecht,50.8385547,4.2924618,Bruxelles,20488989,1070,Apartment,APARTMENT,165000.0,1,55,,2,Good,0,1,0,,0,,0,0
Anvers,ANTWERPEN,51.2228268,4.400516,Anvers,20488660,2000,Apartment,APARTMENT,239000.0,1,62,,3,Good,0,1,0,,0,,0,0
Bruxelles,Anderlecht,50.8263288,4.3044351,Bruxelles,20485701,1070,Apartment,APARTMENT,240000.0,3,90,,2,As new,0,0,0,,1,10,0,0
Anvers,DEURNE,51.2032898,4.4702192,Anvers,20480153,2100,Apartment,APARTMENT,289000.0,2,116,,2,Good,0,1,0,,1,12,0,0
Anvers,WILRIJK,51.1717531,4.3829424,Anvers,20487441,2610,Apartment,APARTMENT,245000.0,2,88,,2,Good,0,0,0,,1,6,0,0
Malines,MECHELEN,51.0350994,4.4728474,Anvers,20487691,2800,Apartment,APARTMENT,261000.0,2,90,,2,Just renovated,0,1,0,,1,7,0,0
Anvers,DEURNE,51.233509,4.4652554,Anvers,20493753,2100,Apartment,APARTMENT,235000.0,3,86,,2,Good,0,0,0,,1,4,0,0
Anvers,BRASSCHAAT,51.3051244,4.4856527,Anvers,20487665,2930,Ground_Floor,APARTMENT,234000.0,2,64,,2,Good,0,1,0,,0,,0,0
Saint-Nicolas,LOKEREN,51.1052668,3.961169,Flandre Orientale,20489546,9160,Apartment,APARTMENT,249000.0,2,62,,2,Good,0,1,0,,1,3,0,0
Anvers,DEURNE,51.23087719999999,4.4807418,Anvers,20493735,2100,Apartment,APARTMENT,279000.0,2,117,,2,To be done up,0,0,0,,1,48,0,0
Anvers,Borgerhout,51.2091042,4.447694,Anvers,20497706,2140,Apartment,APARTMENT,235000.0,2,96,,2,Good,0,0,0,,1,11,0,0
Anvers,BERCHEM,51.1853172,4.4404271,Anvers,20480761,2600,Apartment,APARTMENT,195000.0,1,74,,,Good,0,1,0,,1,12,0,0
Ostende,Oostende,51.228807,2.9100909,Flandre Occidentale,20486341,8400,Apartment,APARTMENT,215000.0,2,79,,,To renovate,0,0,0,,1,4,0,0
Liège,LIÈGE,50.6268272,5.588917299999999,Liège,20484515,4020,Apartment,APARTMENT,150000.0,2,85,,2,To be done up,0,1,0,,1,10,0,0
Bruxelles,Schaerbeek,50.84620810000001,4.3991874,Bruxelles,20483956,1030,Duplex,APARTMENT,259000.0,1,62,,2,As new,0,1,0,,0,,0,0
Turnhout,VOSSELAAR,51.3071372,4.8900462,Anvers,20493800,2350,Apartment,APARTMENT,239000.0,2,136,,4,Good,0,0,0,,0,,0,0
Bruxelles,Schaerbeek,50.84620810000001,4.3991874,Bruxelles,20483956,1030,Duplex,APARTMENT,259000.0,1,62,,2,As new,0,1,0,,0,,0,0
Courtrai,Otegem,50.8083629,3.4228405,Flandre Occidentale,20488096,8553,Apartment,APARTMENT,195000.0,3,120,,,To be done up,0,0,0,,0,,0,0
Anvers,HOBOKEN,51.1850919,4.3687345,Anvers,20488284,2660,Apartment,APARTMENT,219000.0,3,85,,2,Good,0,1,0,,1,8,0,0
Anvers,BORGERHOUT,51.2200806,4.4528116,Anvers,20483115,2140,Apartment,APARTMENT,174900.0,2,80,,2,Good,0,0,0,,1,17,0,0
Anvers,BORGERHOUT,51.2200806,4.4528116,Anvers,20483115,2140,Apartment,APARTMENT,174900.0,2,80,,2,Good,0,0,0,,1,17,0,0
Anvers,WILRIJK,51.1782659,4.4271058,Anvers,20495471,2610,Ground_Floor,APARTMENT,275000.0,3,114,,,To renovate,0,0,1,26,0,,0,0
Malines,MECHELEN,50.9999455,4.4734069,Anvers,20479122,2800,Apartment,APARTMENT,299000.0,2,130,,2,Good,0,1,0,,1,13,0,0
Alost,NINOVE,50.8305519,4.0643365,Flandre Orientale,20497146,9400,Apartment,APARTMENT,299000.0,3,153,,2,Good,0,1,0,,1,6,0,0
Anvers,BERCHEM,51.18635399999999,4.4424231,Anvers,20485654,2600,Apartment,APARTMENT,219000.0,1,60,,4,Good,0,1,0,,1,14,0,0
Bruxelles,Anderlecht,50.8331641,4.2917801,Bruxelles,20485693,1070,Apartment,APARTMENT,290000.0,2,108,,2,As new,0,0,0,,0,,0,0
Anvers,BERCHEM,51.1850075,4.4430934,Anvers,20480762,2600,Apartment,APARTMENT,189000.0,1,60,,,Good,0,0,0,,1,15,0,0
Ostende,Oostende,51.22388720000001,2.9091672,Flandre Occidentale,20486465,8400,Apartment,APARTMENT,189000.0,1,75,,,Good,0,0,0,,1,2,0,0
Anvers,HOBOKEN,51.1840336,4.366389,Anvers,20487868,2660,Ground_Floor,APARTMENT,219500.0,1,73,,2,As new,0,0,1,19,0,,0,0
Saint-Nicolas,LOKEREN,51.111429,3.9856199,Flandre Orientale,20489547,9160,Apartment,APARTMENT,240000.0,2,86,,2,Good,0,0,0,,1,7,0,0
Bruxelles,Anderlecht,50.8385547,4.2924618,Bruxelles,20488989,1070,Apartment,APARTMENT,165000.0,1,55,,2,Good,0,1,0,,0,,0,0
Anvers,ANTWERPEN,51.2228268,4.400516,Anvers,20488660,2000,Apartment,APARTMENT,239000.0,1,62,,3,Good,0,1,0,,0,,0,0
Bruxelles,Anderlecht,50.8263288,4.3044351,Bruxelles,20485701,1070,Apartment,APARTMENT,240000.0,3,90,,2,As new,0,0,0,,1,10,0,0
Anvers,DEURNE,51.2032898,4.4702192,Anvers,20480153,2100,Apartment,APARTMENT,289000.0,2,116,,2,Good,0,1,0,,1,12,0,0
Anvers,WILRIJK,51.1717531,4.3829424,Anvers,20487441,2610,Apartment,APARTMENT,245000.0,2,88,,2,Good,0,0,0,,1,6,0,0
Malines,MECHELEN,51.0350994,4.4728474,Anvers,20487691,2800,Apartment,APARTMENT,261000.0,2,90,,2,Just renovated,0,1,0,,1,7,0,0
Anvers,DEURNE,51.233509,4.4652554,Anvers,20484288,2100,Apartment,APARTMENT,235000.0,3,86,,2,Good,0,0,0,,1,4,0,0
Anvers,BRASSCHAAT,51.3051244,4.4856527,Anvers,20487665,2930,Ground_Floor,APARTMENT,234000.0,2,64,,2,Good,0,1,0,,0,,0,0
Saint-Nicolas,LOKEREN,51.1052668,3.961169,Flandre Orientale,20489546,9160,Apartment,APARTMENT,249000.0,2,62,,2,Good,0,1,0,,1,3,0,0
Anvers,DEURNE,51.23087719999999,4.4807418,Anvers,20488467,2100,Apartment,APARTMENT,279000.0,2,117,,2,To be done up,0,0,0,,1,48,0,0
Anvers,BORGERHOUT,51.209232,4.4481263,Anvers,20482375,2140,Apartment,APARTMENT,185000.0,1,75,,2,Good,0,1,0,,1,10,0,0
Anvers,BERCHEM,51.1853172,4.4404271,Anvers,20480761,2600,Apartment,APARTMENT,195000.0,1,74,,,Good,0,1,0,,1,12,0,0
Ostende,Oostende,51.228807,2.9100909,Flandre Occidentale,20486341,8400,Apartment,APARTMENT,215000.0,2,79,,,To renovate,0,0,0,,1,4,0,0
Liège,LIÈGE,50.6268272,5.588917299999999,Liège,20484515,4020,Apartment,APARTMENT,150000.0,2,85,,2,To be done up,0,1,0,,1,10,0,0
Bruxelles,Schaerbeek,50.84620810000001,4.3991874,Bruxelles,20483836,1030,Flat_Studio,APARTMENT,229000.0,1,43,,2,As new,0,1,0,,0,,0,0
Turnhout,VOSSELAAR,51.3071372,4.8900462,Anvers,20484872,2350,Apartment,APARTMENT,239000.0,2,136,,4,Good,0,0,0,,0,,0,0
Bruxelles,Schaerbeek,50.84620810000001,4.3991874,Bruxelles,20483956,1030,Duplex,APARTMENT,259000.0,1,62,,2,As new,0,1,0,,0,,0,0
Courtrai,Otegem,50.8083629,3.4228405,Flandre Occidentale,20488096,8553,Apartment,APARTMENT,195000.0,3,120,,,To be done up,0,0,0,,0,,0,0
Anvers,HOBOKEN,51.1850919,4.3687345,Anvers,20488284,2660,Apartment,APARTMENT,219000.0,3,85,,2,Good,0,1,0,,1,8,0,0
Anvers,BORGERHOUT,51.2200806,4.4528116,Anvers,20483114,2140,Flat_Studio,APARTMENT,139900.0,1,40,,2,To be done up,0,0,0,,1,8,0,0
Anvers,BORGERHOUT,51.2200806,4.4528116,Anvers,20483115,2140,Apartment,APARTMENT,174900.0,2,80,,2,Good,0,0,0,,1,17,0,0
Anvers,WILRIJK,51.1782659,4.4271058,Anvers,20480787,2610,Ground_Floor,APARTMENT,275000.0,3,114,,,To renovate,0,0,1,26,0,,0,0
Malines,MECHELEN,50.9999455,4.4734069,Anvers,20479122,2800,Apartment,APARTMENT,299000.0,2,130,,2,Good,0,1,0,,1,13,0,0
Alost,NINOVE,50.8305519,4.0643365,Flandre Orientale,20480623,9400,Apartment,APARTMENT,299000.0,3,153,,2,Good,0,1,0,,1,6,0,0
Anvers,BERCHEM,51.18635399999999,4.4424231,Anvers,20485654,2600,Apartment,APARTMENT,219000.0,1,60,,4,Good,0,1,0,,1,14,0,0
Bruxelles,Anderlecht,50.8331641,4.2917801,Bruxelles,20485693,1070,Apartment,APARTMENT,290000.0,2,108,,2,As new,0,0,0,,0,,0,0
Anvers,BERCHEM,51.1850075,4.4430934,Anvers,20480762,2600,Apartment,APARTMENT,189000.0,1,60,,,Good,0,0,0,,1,15,0,0
Ostende,Oostende,51.22388720000001,2.9091672,Flandre Occidentale,20486465,8400,Apartment,APARTMENT,189000.0,1,75,,,Good,0,0,0,,1,2,0,0
Bruxelles,KOEKELBERG,50.8622542,4.3156753,Bruxelles,20478732,1081,Apartment,APARTMENT,299000.0,3,122,,2,Good,0,0,0,,1,7,0,0
Bruxelles,WOLUWE-SAINT-PIERRE,50.8318343,4.4437761,Bruxelles,20486580,1150,Apartment,APARTMENT,290000.0,1,60,,2,As new,0,1,0,,1,13,0,0
Louvain,TIENEN,50.8134284,4.9355509,Brabant Flamand,20477502,3300,Apartment,APARTMENT,175000.0,2,81,,4,To renovate,0,0,0,,1,22,0,0
Bruxelles,Etterbeek,50.8303977,4.3909288,Bruxelles,20485477,1040,Apartment,APARTMENT,185000.0,1,52,,2,To be done up,0,0,0,,0,,0,0
Anvers,ANTWERPEN,51.2094047,4.4299149,Anvers,20484753,2018,Apartment,APARTMENT,299000.0,2,87,,2,Just renovated,0,1,0,,1,4,0,0
Audenarde,Kruishoutem,50.90615469999999,3.5285111,Flandre Orientale,20487317,9770,Apartment,APARTMENT,184000.0,1,65,,2,Good,0,0,0,,0,,0,0
Liège,Chaudfontaine,50.5866476,5.650157099999999,Liège,20487671,4050,Apartment,APARTMENT,218500.0,2,106,,2,Good,0,1,1,930,1,43,0,0
Hal-Vilvorde,Beersel,50.7452743,4.2759311,Brabant Flamand,20488372,1654,Apartment,APARTMENT,275000.0,2,100,,,To be done up,0,1,0,,1,13,0,0
Anvers,BERCHEM,51.18997479999999,4.4226221,Anvers,20481281,2018,Apartment,APARTMENT,289000.0,2,90,,2,Just renovated,0,1,0,,1,15,0,0
Bruxelles,Anderlecht,50.8298169,4.3171824,Bruxelles,20479688,1070,Apartment,APARTMENT,280000.0,2,95,,4,Good,0,1,0,,1,12,0,0
Malines,MECHELEN,51.00874080000001,4.4729394,Anvers,20498107,2800,Apartment,APARTMENT,185000.0,1,73,,3,Good,0,0,0,,1,27,0,0
Malines,MECHELEN,51.0368216,4.471159699999999,Anvers,20498066,2800,Apartment,APARTMENT,249000.0,1,59,,2,Good,0,0,0,,0,,1,0
Turnhout,TURNHOUT,51.32004149999999,4.9191537,Anvers,20493295,2300,Apartment,APARTMENT,220000.0,2,78,,2,Just renovated,0,1,0,,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,50.847845,4.297915199999999,Bruxelles,20485688,1080,Ground_Floor,APARTMENT,184950.0,1,55,,2,Just renovated,0,0,0,,0,,0,0
Anvers,ANTWERPEN,51.2140888,4.4006224,Anvers,20500692,2000,Apartment,APARTMENT,225000.0,1,48,,2,To be done up,0,1,0,,0,,0,0
Anvers,ANTWERPEN,51.2142097,4.4001715,Anvers,20485745,2000,Ground_Floor,APARTMENT,265000.0,1,60,,2,To be done up,0,1,1,24,0,,0,0
Anvers,Wilrijk,51.1772555,4.3825091,Anvers,20497746,2610,Apartment,APARTMENT,219500.0,1,68,,2,Just renovated,0,1,0,,0,,0,0
Anvers,WILRIJK,51.1768934,4.4290202,Anvers,20482829,2610,Apartment,APARTMENT,235000.0,2,90,,2,To be done up,0,0,0,,1,9,0,0
Furnes,NIEUWPOORT,51.1451143,2.7108908,Flandre Occidentale,20480820,8620,Apartment,APARTMENT,280000.0,2,70,,4,Good,0,0,0,,0,,0,0
Hasselt,HASSELT,50.9395436,5.308928799999999,Limbourg,20499263,3511,Apartment,APARTMENT,280000.0,2,89,,,Good,0,0,0,,1,49,0,0
Anvers,WOMMELGEM,51.21281459999999,4.4961255,Anvers,20493770,2160,Apartment,APARTMENT,289000.0,3,93,,3,Good,0,1,0,,0,,0,0
Bruges,BLANKENBERGE,51.3138197,3.1199111,Flandre Occidentale,20480875,8370,Apartment,APARTMENT,305000.0,2,67,,,Good,0,1,0,,0,,1,0
Anvers,MORTSEL,51.169031,4.4732919,Anvers,20478737,2640,Apartment,APARTMENT,245000.0,2,85,,3,Good,0,1,0,,1,4,0,0
Anvers,EDEGEM,51.1554674,4.4356205,Anvers,20478738,2650,Apartment,APARTMENT,249000.0,2,87,,2,Good,0,1,0,,0,,0,0
Gand,Heusden (9070),51.02949659999999,3.8006345,Flandre Orientale,20484576,9070,Apartment,APARTMENT,299000.0,1,69,,,Good,0,1,0,,0,,0,0
Ostende,Oostende,51.21912649999999,2.8970731,Flandre Occidentale,20480938,8400,Apartment,APARTMENT,190000.0,1,71,,,To be done up,0,0,0,,1,2,0,0
Anvers,BERCHEM,51.1844476,4.4396808,Anvers,20502505,2600,Apartment,APARTMENT,269000.0,2,104,,,Good,0,1,0,,1,22,0,0
Anvers,DEURNE,51.2035996,4.469712900000001,Anvers,20485513,2100,Apartment,APARTMENT,279000.0,3,113,,2,Good,0,0,0,,0,,0,0
Anvers,BORGERHOUT,51.2118636,4.450355399999999,Anvers,20469797,2140,Apartment,APARTMENT,215000.0,2,82,,,Good,0,1,0,,1,6,0,0
Bruxelles,Berchem-Sainte-Agathe,50.8666253,4.3056983,Bruxelles,20473207,1082,Penthouse,APARTMENT,272500.0,2,105,,3,To be done up,0,0,0,,1,50,0,0
Anvers,BRECHT,51.3025135,4.5675026,Anvers,20473572,2960,Ground_Floor,APARTMENT,279000.0,2,109,,2,Good,0,0,0,,0,,0,0
Anvers,Wilrijk,51.17804839999999,4.4252126,Anvers,20489113,2610,Apartment,APARTMENT,229000.0,3,85,,,Good,0,0,1,70,1,11,0,0
Alost,Aalst,50.9366524,4.0306684,Flandre Orientale,20488073,9300,Apartment,APARTMENT,249000.0,1,59,,2,As new,0,1,0,,0,,0,0
Arlon,Arlon,49.6888302,5.8066809,Luxembourg,20488673,6700,Ground_Floor,APARTMENT,310000.0,1,71,,2,As new,0,1,1,26,1,8,0,0
Arlon,Arlon,49.6789741,5.8049791,Luxembourg,20481066,6700,Ground_Floor,APARTMENT,238000.0,2,90,,,Good,0,0,0,,0,,0,0
Bruges,Sint-Michiels,51.1824458,3.2319465,Flandre Occidentale,20480709,8200,Apartment,APARTMENT,299000.0,1,66,,,Good,0,0,0,,1,13,0,0
Arlon,ARLON,49.693546,5.8058736,Luxembourg,20480877,6700,Apartment,APARTMENT,310000.0,2,89,,3,Good,0,1,0,,1,6,0,0
Liège,Milmort,50.6897763,5.5954353,Liège,20486863,4041,Apartment,APARTMENT,219000.0,2,105,,3,As new,0,1,0,,1,40,0,0
Bruges,Zeebrugge,51.3315784,3.2046376,Flandre Occidentale,20484136,8380,Apartment,APARTMENT,235000.0,2,66,,2,Good,0,0,0,,0,,0,0
Ostende,Middelkerke,51.1768898,2.8017713,Flandre Occidentale,20484702,8430,Penthouse,APARTMENT,274000.0,2,77,,,Good,0,1,0,,0,,0,0
Ostende,Oostende,51.23047159999999,2.9168205,Flandre Occidentale,20491405,8400,Apartment,APARTMENT,295000.0,2,110,,,Good,0,0,0,,0,,0,0
Anvers,SCHOTEN,51.2440957,4.463022,Anvers,20501550,2900,Apartment,APARTMENT,179900.0,2,89,,2,To be done up,0,0,0,,1,3,0,0
Anvers,KAPELLEN,51.30543729999999,4.420768,Anvers,20478078,2950,Apartment,APARTMENT,189000.0,2,83,,2,To renovate,0,1,0,,1,6,0,0
Hal-Vilvorde,Asse Zellik,50.8841018,4.27346,Brabant Flamand,20474828,1731,Apartment,APARTMENT,275000.0,2,96,,2,As new,0,1,0,,1,4,0,0
Anvers,WILRIJK,51.1838711,4.3788193,Anvers,20485473,2610,Apartment,APARTMENT,194000.0,2,88,,2,Just renovated,0,1,0,,0,,0,0
Anvers,Essen,51.4675439,4.4692709,Anvers,20492350,2910,Apartment,APARTMENT,295000.0,3,116,,3,Good,0,0,0,,1,42,0,0
Bruges,Oedelem,51.1692277,3.3339002,Flandre Occidentale,20480990,8730,Duplex,APARTMENT,295000.0,2,125,,,As new,0,0,0,,0,,0,0
Bruges,Oedelem,51.1692277,3.3339002,Flandre Occidentale,20480990,8730,Duplex,APARTMENT,295000.0,2,125,,,As new,0,0,0,,0,,0,0
Anvers,WILRIJK,51.17479849999999,4.401529099999999,Anvers,20473057,2610,Apartment,APARTMENT,249900.0,2,80,,2,To be done up,0,0,0,,1,11,0,0
Liège,Oupeye Vivegnis,50.6957039,5.6546199,Liège,20489037,4683,Ground_Floor,APARTMENT,275000.0,2,110,,3,Good,0,1,1,180,1,30,0,0
Nivelles,Nivelles,50.6035296,4.3266804,Brabant Wallon,20482005,1400,Apartment,APARTMENT,250000.0,2,98,,2,Good,0,1,0,,1,10,0,1
Anvers,Antwerpen,51.2341557,4.4231,Anvers,20497677,2060,Apartment,APARTMENT,310000.0,2,79,,2,As new,0,1,0,,1,10,0,0
Gand,Merelbeke,50.9917838,3.7466213,Flandre Orientale,20486661,9820,Flat_Studio,APARTMENT,155000.0,1,32,,,Good,0,0,0,,0,,0,0
Saint-Nicolas,Sint-Niklaas,51.169802,4.1563564,Flandre Orientale,20485162,9100,Apartment,APARTMENT,249500.0,1,82,,,Good,0,0,0,,1,12,0,0
Audenarde,Zingem,50.9071255,3.646601099999999,Flandre Orientale,20484214,9750,Apartment,APARTMENT,285000.0,2,107,,,Good,0,0,0,,0,,0,0
Dinant,Dinant,50.2600238,4.9811708,Namur,20476694,5503,Ground_Floor,APARTMENT,145000.0,1,45,,,Good,0,0,0,,1,10,0,0
Ostende,Oostende,51.2299184,2.9168486,Flandre Occidentale,20476328,8400,Apartment,APARTMENT,160000.0,2,73,,,To renovate,0,0,0,,1,29,0,0
Anvers,EKEREN,51.28238409999999,4.4266198,Anvers,20501561,2180,Apartment,APARTMENT,189000.0,2,90,,,To renovate,0,0,0,,1,6,0,0
Ostende,Oostende,51.2346972,2.9188134,Flandre Occidentale,20472020,8400,Ground_Floor,APARTMENT,205000.0,2,62,,,To be done up,0,1,0,,1,4,0,0
Anvers,Antwerpen,51.2211959,4.4179312,Anvers,20497764,2060,Apartment,APARTMENT,275000.0,1,66,,2,Good,0,0,0,,0,,0,0
Anvers,KONTICH,51.1382144,4.4350607,Anvers,20476531,2550,Apartment,APARTMENT,285000.0,2,100,,,Good,0,1,0,,1,6,0,0
Anvers,Wilrijk,51.1713933,4.3803836,Anvers,20472549,2610,Apartment,APARTMENT,289000.0,2,85,,,Good,0,0,0,,1,13,0,0
Turnhout,MEERLE,51.4740961,4.7992971,Anvers,20475871,2328,Ground_Floor,APARTMENT,280000.0,2,86,,4,Good,0,0,0,,0,,0,0
Saint-Nicolas,SINT-NIKLAAS,51.17056359999999,4.1513867,Flandre Orientale,20494641,9100,Apartment,APARTMENT,306000.0,2,89,,2,As new,0,1,0,,1,8,0,0
Saint-Nicolas,SINT-NIKLAAS,51.17056359999999,4.1513867,Flandre Orientale,20494641,9100,Apartment,APARTMENT,306000.0,2,89,,2,As new,0,1,0,,1,8,0,0
Saint-Nicolas,SINT-NIKLAAS,51.17056359999999,4.1513867,Flandre Orientale,20477260,9100,Apartment,APARTMENT,306000.0,2,89,,2,As new,0,1,0,,1,8,0,0
Saint-Nicolas,Temse,51.1295417,4.269208,Flandre Orientale,20494642,9140,Apartment,APARTMENT,310000.0,3,108,,3,As new,0,1,0,,1,18,0,0
Bruxelles,Uccle,50.7913958,4.3431592,Bruxelles,20485285,1180,Apartment,APARTMENT,175000.0,2,65,,4,To renovate,0,0,0,,0,,0,0
Furnes,Nieuwpoort,51.1447261,2.7126996,Flandre Occidentale,20480758,8620,Apartment,APARTMENT,189000.0,2,41,,,Good,0,1,0,,0,,0,0
Bruxelles,Etterbeek,50.8303977,4.3909288,Bruxelles,20485621,1040,Apartment,APARTMENT,198000.0,1,52,,2,To renovate,0,0,0,,0,,0,0
Liège,Liège,50.62400909999999,5.6185646,Liège,20485102,4030,Apartment,APARTMENT,249000.0,3,133,,2,As new,0,1,1,70,0,,0,0
Anvers,ANTWERPEN,51.2140888,4.4006224,Anvers,20485742,2000,Apartment,APARTMENT,259000.0,1,64,,2,To be done up,0,1,0,,0,,0,0
Arlon,AUBANGE,49.5667382,5.8018284,Luxembourg,20484495,6790,Apartment,APARTMENT,275000.0,2,84,,3,Good,0,1,0,,1,75,0,0
Louvain,HEVERLEE,50.8685291,4.667898099999999,Brabant Flamand,20473949,3001,Service_Flat,APARTMENT,148000.0,1,54,,2,Good,0,0,1,12276,1,4,0,0
Bruxelles,Molenbeek-Saint-Jean,50.8599176,4.323224,Bruxelles,20489393,1080,Apartment,APARTMENT,249000.0,3,121,,2,Good,0,1,0,,1,3,0,0
Bruxelles,Schaerbeek,50.86858640000001,4.3672164,Bruxelles,20488866,1030,Ground_Floor,APARTMENT,270000.0,2,80,,,As new,0,1,0,,1,22,0,0
Malines,MECHELEN,51.0439051,4.4711595,Anvers,20496691,2800,Apartment,APARTMENT,299500.0,2,79,,2,Just renovated,0,1,0,,1,7,0,0
Bruges,Blankenberge,51.3134569,3.134294,Flandre Occidentale,20486343,8370,Apartment,APARTMENT,175000.0,2,72,,,To be done up,0,0,0,,0,,0,0
Furnes,Nieuwpoort,51.1474406,2.7144902,Flandre Occidentale,20486224,8620,Apartment,APARTMENT,199000.0,1,40,,,Good,0,1,0,,0,,1,0
Alost,Geraardsbergen,50.7626469,3.8788744,Flandre Orientale,20477367,9500,Apartment,APARTMENT,235000.0,1,70,,,Good,0,1,0,,0,,0,0
Bruxelles,Anderlecht,50.8337678,4.2832728,Bruxelles,20496736,1070,Apartment,APARTMENT,259000.0,2,80,,,Good,0,1,0,,1,8,0,0
Roulers,Izegem,50.9173731,3.2088532,Flandre Occidentale,20485613,8870,Apartment,APARTMENT,135000.0,1,52,,,Good,0,1,0,,0,,0,0
Roulers,Roeselare,50.9493541,3.1231625,Flandre Occidentale,20485616,8800,Apartment,APARTMENT,199000.0,2,79,,,Just renovated,0,1,0,,0,,0,0
Anvers,KAPELLEN,51.3099631,4.428595,Anvers,20501547,2940,Ground_Floor,APARTMENT,89000.0,1,28,,,To be done up,0,1,0,,1,3,0,0
Anvers,Antwerpen,51.2263495,4.4242907,Anvers,20477249,2060,Apartment,APARTMENT,139000.0,1,45,,3,Good,0,0,0,,0,,0,0
Anvers,HOEVENEN,51.3094404,4.407826099999999,Anvers,20501556,2940,Apartment,APARTMENT,195000.0,2,86,,2,To be done up,0,0,0,,1,2,0,0
Malines,WILLEBROEK,51.0670452,4.3601396,Anvers,20497494,2830,Apartment,APARTMENT,269000.0,2,87,,2,Good,0,1,0,,1,20,0,0
Anvers,BERCHEM,51.1843942,4.4384461,Anvers,20467891,2600,Apartment,APARTMENT,199000.0,2,78,,,Good,0,1,0,,1,17,0,0
Alost,AALST,50.9445571,4.022499000000001,Flandre Orientale,20496386,9300,Apartment,APARTMENT,229000.0,2,86,,2,Good,0,1,0,,1,4,0,0
Ostende,Oostende,51.2116645,2.8751966,Flandre Occidentale,20475039,8400,Apartment,APARTMENT,220000.0,3,91,,,To be done up,0,1,0,,1,7,0,0
Anvers,ANTWERPEN,51.2093125,4.4052161,Anvers,20497717,2000,Apartment,APARTMENT,305000.0,1,90,,3,Good,0,0,0,,0,,0,0
Bruges,Oostkamp,51.15492279999999,3.2317239,Flandre Occidentale,20480558,8020,Apartment,APARTMENT,215000.0,2,108,,,To be done up,0,0,0,,0,,0,0
Liège,CHAUDFONTAINE,50.5864895,5.6409223,Liège,20482100,4050,Apartment,APARTMENT,260000.0,2,136,,2,Good,0,1,0,,1,6,0,0
Hasselt,LEOPOLDSBURG,51.1254325,5.2547228,Limbourg,20480918,3970,Ground_Floor,APARTMENT,299000.0,2,98,,3,As new,0,1,0,,0,,0,0
Nivelles,Jauche,50.6814527,4.9565465,Brabant Wallon,20487073,1350,Apartment,APARTMENT,175000.0,2,94,,2,Good,0,1,0,,0,,0,0
Anvers,Hoevenen,51.3112671,4.4094831,Anvers,20478473,2940,Apartment,APARTMENT,265000.0,2,96,,,Good,0,1,0,,0,,0,0
Neufchâteau,Libramont-Chevigny,49.9019588,5.3517282,Luxembourg,20486086,6800,Apartment,APARTMENT,179000.0,2,93,,3,Good,0,1,0,,0,,0,0
Namur,METTET,50.3381333,4.6685691,Namur,20476314,5640,Apartment,APARTMENT,285000.0,3,135,,,As new,0,1,1,165,1,10,0,0
Saint-Nicolas,SINT-NIKLAAS,51.1703717,4.1511889,Flandre Orientale,20477705,9100,Apartment,APARTMENT,299000.0,2,89,,2,As new,0,0,0,,1,8,0,0
Bruxelles,Saint-josse-ten-noode,50.85115949999999,4.382424299999999,Bruxelles,20485024,1210,Apartment,APARTMENT,220000.0,2,64,,2,Good,0,0,0,,1,4,0,0
Anvers,BRASSCHAAT,51.3204586,4.5190227,Anvers,20473583,2930,Apartment,APARTMENT,247000.0,2,88,,3,Good,0,1,0,,1,4,0,0
Hal-Vilvorde,Ruisbroek,50.78692909999999,4.2934872,Brabant Flamand,20472729,1601,Apartment,APARTMENT,249000.0,3,76,,,To be done up,0,0,0,,0,,0,0
Gand,Gent,51.0745961,3.6791737,Flandre Orientale,20489135,9000,Apartment,APARTMENT,175000.0,2,71,,,To renovate,0,0,0,,0,,0,0
Gand,Gent,51.0576579,3.7263381,Flandre Orientale,20487614,9000,Apartment,APARTMENT,209000.0,1,39,,2,Good,0,0,0,,0,,0,0
Bruxelles,Anderlecht,50.84921259999999,4.3079668,Bruxelles,20488269,1070,Apartment,APARTMENT,265000.0,2,91,,2,Good,0,1,0,,1,16,0,0
Saint-Nicolas,BEVEREN-WAAS,51.2047196,4.258381099999999,Flandre Orientale,20489837,9120,Apartment,APARTMENT,295000.0,2,83,,2,As new,0,1,0,,1,9,0,0
Bruxelles,Jette,50.8748972,4.3292926,Bruxelles,20489444,1090,Apartment,APARTMENT,299000.0,3,109,,2,Good,0,1,0,,1,8,0,0
Hal-Vilvorde,Dilbeek,50.8372873,4.2699421,Brabant Flamand,20489039,1700,Apartment,APARTMENT,299000.0,2,76,,2,As new,0,1,1,138,1,24,0,0
Anvers,Wilrijk,51.1743457,4.4259489,Anvers,20497759,2610,Apartment,APARTMENT,265000.0,2,84,,2,As new,0,1,0,,1,3,0,0
Anvers,ANTWERPEN,51.181438,4.385728900000001,Anvers,20468000,2020,Apartment,APARTMENT,224000.0,2,75,,2,As new,0,1,0,,1,2,0,0
