district,locality,latitude,longitude,provice,id,zip_code,property_sub_type,property_type,price,nb_bedrooms,living_area,surface_of_the_plot,nb_facades,state_of_building,fireplace,equipped_kitchen,garden,garden_surface,terrace,terrace_surface,furnished,swimming_pool
Malines,Bornem,,,Anvers,10655908,2880,Apartment,APARTMENT,288000.0,1,86,,,As new,0,0,0,,0,,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10002546,9120,Apartment,APARTMENT,289000.0,2,86,,,As new,0,0,0,,0,,0,0
Bruxelles,Woluwe-Saint-Lambert,,,Bruxelles,20283826,1030,Apartment,APARTMENT,299000.0,1,68,,2,As new,0,1,0,,1,17,0,0
Bruxelles,Schaerbeek,,,Bruxelles,20283654,1030,Apartment,APARTMENT,299000.0,1,68,,2,As new,0,1,0,,1,17,0,0
Louvain,Leuven,50.8759968,4.683783600000001,Brabant Flamand,20308670,3001,Apartment,APARTMENT,299000.0,4,144,,2,To be done up,0,1,0,,0,,0,0
Louvain,Lubbeek,50.8791608,4.843312,Brabant Flamand,20386145,3210,Apartment,APARTMENT,299000.0,2,89,,2,Good,0,0,0,,0,,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004963,9120,Apartment,APARTMENT,299000.0,2,83,,,As new,0,0,0,,1,13,0,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,20382602,1080,Apartment,APARTMENT,189000.0,2,63,,2,To be done up,0,0,0,,1,2,0,0
Mouscron,Mouscron,,,Hainaut,20472902,7700,Apartment,APARTMENT,125000.0,2,100,,2,Good,0,1,0,,0,,0,0
Anvers,Schoten,51.2529422,4.5022309,Anvers,20449110,2900,Apartment,APARTMENT,225000.0,2,80,,2,Good,0,1,0,,0,,0,0
Tournai,Tournai,,,Hainaut,20418470,7500,Apartment,APARTMENT,290000.0,2,92,,,Good,0,1,0,,1,20,0,0
Bruxelles,Molenbeek-Saint-Jean,50.8586234,4.3121041,Bruxelles,20429145,1080,Apartment,APARTMENT,155000.0,2,80,,,To renovate,0,0,0,,1,8,0,0
Bruges,Blankenberge,51.31170789999999,3.1256063,Flandre Occidentale,10846553,8370,Apartment,APARTMENT,94000.0,1,37,,,Good,0,0,0,,0,,0,0
Bruges,Brugge,51.2111259,3.2475882,Flandre Occidentale,20432305,8310,Ground_Floor,APARTMENT,130000.0,1,65,,2,To renovate,0,0,0,,0,,0,0
Bruxelles,Berchem-Sainte-Agathe,,,Bruxelles,11157646,1082,Apartment,APARTMENT,135000.0,1,35,,2,As new,0,1,0,,0,,0,0
Roulers,Roeselare,50.94393969999999,3.124196,Flandre Occidentale,10772932,8800,Apartment,APARTMENT,145000.0,2,81,,,Good,0,1,0,,0,,0,0
Bruxelles,Laeken,,,Bruxelles,20179561,1020,Apartment,APARTMENT,169000.0,2,75,,2,To renovate,0,0,0,,0,,0,0
Bruxelles,Koekelberg,50.8586481,4.3343128,Bruxelles,20335099,1081,Apartment,APARTMENT,185000.0,2,70,,,To renovate,0,0,0,,0,,0,0
Bruxelles,Bruxelles,,,Bruxelles,11389518,1000,Apartment,APARTMENT,189000.0,1,65,,2,Good,0,0,0,,1,4,0,0
Bruxelles,Schaerbeek,,,Bruxelles,11389519,1030,Apartment,APARTMENT,189000.0,1,65,,2,Good,0,0,0,,1,4,0,0
Anvers,Antwerpen,51.2270242,4.4183173,Anvers,20305708,2060,Apartment,APARTMENT,195000.0,1,50,,,Good,0,1,0,,1,11,1,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,20056060,1080,Apartment,APARTMENT,199000.0,2,92,,,As new,0,1,0,,0,,0,0
Namur,JEMEPPE-SUR-SAMBRE,,,Namur,20208603,5190,Apartment,APARTMENT,199999.0,1,80,,,As new,0,1,0,,0,,0,0
Namur,JEMEPPE-SUR-SAMBRE,,,Namur,20208607,5190,Apartment,APARTMENT,199999.0,1,60,,,As new,0,1,0,,0,,0,0
Namur,JEMEPPE-SUR-SAMBRE,,,Namur,20208609,5190,Apartment,APARTMENT,199999.0,2,80,,,As new,0,1,0,,0,,0,0
Namur,JEMEPPE-SUR-SAMBRE,,,Namur,20208606,5190,Apartment,APARTMENT,199999.0,2,80,,,As new,0,1,0,,0,,0,0
Namur,JEMEPPE-SUR-SAMBRE,,,Namur,20208604,5190,Apartment,APARTMENT,199999.0,2,80,,,As new,0,1,0,,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,50.85474,4.3153758,Bruxelles,20371610,1080,Apartment,APARTMENT,215000.0,2,80,,,To renovate,0,0,0,,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,11358156,1070,Ground_Floor,APARTMENT,220000.0,3,90,,2,As new,0,0,0,,0,,1,0
Malines,Willebroek,,,Anvers,10229881,2830,Apartment,APARTMENT,225000.0,3,98,,,Good,0,0,0,,0,,0,0
Malines,Willebroek,,,Anvers,10212530,2830,Apartment,APARTMENT,225000.0,3,98,,,Good,0,0,0,,0,,0,0
Bruxelles,Koekelberg,,,Bruxelles,11444332,1081,Apartment,APARTMENT,229000.0,2,92,,2,To be done up,0,0,0,,1,4,0,0
Bruxelles,Berchem-Sainte-Agathe,,,Bruxelles,20006654,1082,Apartment,APARTMENT,229000.0,2,92,,2,To be done up,0,0,0,,1,4,0,0
Saint-Nicolas,Sint-Niklaas,,,Flandre Orientale,11474683,9100,Apartment,APARTMENT,235000.0,2,74,,,Good,0,0,0,,0,,0,0
Liège,LIÈGE,,,Liège,20369135,4000,Apartment,APARTMENT,239000.0,2,103,,2,Just renovated,0,1,0,,1,52,0,0
Turnhout,Meerhout,51.1357274,5.0813022,Anvers,20367194,2450,Ground_Floor,APARTMENT,275000.0,2,131,,3,Good,0,1,0,,1,36,0,0
Bruges,Brugge,51.21359649999999,3.2241448,Flandre Occidentale,20166509,8000,Apartment,APARTMENT,295000.0,2,102,,,Good,0,0,0,,0,,0,0
Nivelles,Rixensart,,,Brabant Wallon,20426396,1330,Apartment,APARTMENT,225000.0,2,80,,2,Good,0,0,0,,0,,0,0
Nivelles,Rixensart Genval,,,Brabant Wallon,20426394,1332,Apartment,APARTMENT,225000.0,2,80,,2,Good,0,0,0,,0,,0,0
Furnes,De Panne,51.0944952,2.5848173,Flandre Occidentale,11017449,8660,Apartment,APARTMENT,98000.0,1,38,,,Good,0,0,0,,0,,0,0
Furnes,De Panne,51.0944952,2.5848173,Flandre Occidentale,11017448,8660,Apartment,APARTMENT,113000.0,1,30,,,Good,0,0,0,,0,,0,0
Gand,Gent,51.0233853,3.6963796,Flandre Orientale,20253829,9051,Service_Flat,APARTMENT,155000.0,1,69,,,Good,0,0,0,,0,,0,1
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,11128100,1080,Apartment,APARTMENT,189000.0,2,74,,2,To be done up,0,0,1,57,0,,0,0
Turnhout,Vosselaar,51.3132952,4.8750605,Anvers,20273582,2350,Service_Flat,APARTMENT,195000.0,1,68,,2,As new,0,1,0,,1,20,0,0
Bruges,Brugge,51.2074503,3.2261095,Flandre Occidentale,20257626,8000,Apartment,APARTMENT,215000.0,1,58,,,Good,0,0,0,,0,,0,0
Bruges,Zeebrugge,51.3314414,3.2033576,Flandre Occidentale,11424735,8380,Apartment,APARTMENT,239000.0,1,51,,,As new,0,0,1,35,0,,0,0
Arlon,Arlon,,,Luxembourg,20133109,6700,Ground_Floor,APARTMENT,240000.0,2,91,,2,Good,0,1,0,,0,,0,0
Termonde,Buggenhout,,,Flandre Orientale,20339546,9255,Apartment,APARTMENT,250000.0,2,88,,,Good,0,0,0,,0,,0,0
Anvers,Antwerpen Wilrijk,51.1646935,4.3882729,Anvers,20330966,2610,Apartment,APARTMENT,259000.0,2,98,,,As new,0,1,0,,0,,0,0
Louvain,Leuven,50.8816717,4.6992227,Brabant Flamand,20194855,3000,Kot,APARTMENT,259000.0,1,19,,2,As new,0,0,0,,0,,1,0
Anvers,EKEREN,,,Anvers,20384880,2180,Apartment,APARTMENT,260000.0,2,107,,3,Good,0,0,0,,0,,0,0
Anvers,EKEREN,,,Anvers,20377156,2180,Ground_Floor,APARTMENT,260000.0,2,107,,3,Good,0,0,0,,0,,0,0
Termonde,Wetteren,51.0026172,3.8805513,Flandre Orientale,20286177,9230,Apartment,APARTMENT,265000.0,1,64,,,Good,0,1,0,,0,,0,0
Hasselt,Hasselt,50.922443,5.343974999999999,Limbourg,20175049,3500,Apartment,APARTMENT,277000.0,2,73,,,As new,0,0,0,,0,,0,0
Anvers,Antwerpen,51.2361459,4.4106201,Anvers,20455518,2000,Apartment,APARTMENT,280000.0,3,120,,4,Good,0,1,0,,0,,0,0
Tournai,Leuze-en-Hainaut,,,Hainaut,20451180,7900,Ground_Floor,APARTMENT,125000.0,1,72,,,Just renovated,0,0,0,,1,6,0,0
Soignies,HOUDENG-GOEGNIES,,,Hainaut,10912079,7110,Duplex,APARTMENT,129000.0,2,108,,3,Good,0,1,0,,0,,0,0
Ostende,De Haan,51.3022357,3.0833813,Flandre Occidentale,20132100,8420,Apartment,APARTMENT,140000.0,2,61,,,Good,0,0,0,,0,,0,0
Saint-Nicolas,Sint-Niklaas,,,Flandre Orientale,20146115,9100,Apartment,APARTMENT,175000.0,2,124,,,Good,0,0,0,,0,,0,0
Bruxelles,Koekelberg,,,Bruxelles,20269626,1081,Apartment,APARTMENT,179000.0,1,55,,2,As new,0,0,0,,0,,0,0
Ostende,Oostende,51.2146822,2.8757331,Flandre Occidentale,20247086,8400,Apartment,APARTMENT,179000.0,1,53,,2,Good,0,1,0,,1,3,0,0
Hasselt,Beringen,51.0499854,5.2258647,Limbourg,20301064,3580,Apartment,APARTMENT,189000.0,2,104,,2,Good,0,0,0,,1,5,0,0
Turnhout,Turnhout,51.3222241,4.946155200000001,Anvers,20191508,2300,Apartment,APARTMENT,195000.0,4,185,,2,To renovate,0,1,0,,0,,0,0
Bruxelles,Schaerbeek,,,Bruxelles,20100173,1030,Apartment,APARTMENT,205000.0,1,70,,2,Good,0,1,0,,0,,0,0
Turnhout,Turnhout,51.3155764,4.9485429,Anvers,20388799,2300,Apartment,APARTMENT,205000.0,3,106,,2,Good,0,0,0,,0,,0,0
Bruxelles,Schaerbeek,,,Bruxelles,20100174,1030,Apartment,APARTMENT,218000.0,1,58,,2,Good,0,1,0,,0,,0,0
Bruxelles,Evere,50.8748201,4.4021493,Bruxelles,11421243,1140,Apartment,APARTMENT,219000.0,2,82,,2,Good,0,0,0,,1,4,0,0
Bruxelles,Woluwe-Saint-Lambert,,,Bruxelles,20415893,1200,Apartment,APARTMENT,219000.0,1,55,,2,Good,0,0,0,,1,10,0,0
Termonde,Berlare,,,Flandre Orientale,20098131,9290,Apartment,APARTMENT,259000.0,2,81,,,As new,0,0,0,,1,3,0,0
Bruxelles,Ganshoren,,,Bruxelles,11280685,1083,Ground_Floor,APARTMENT,279000.0,4,138,,2,To be done up,0,0,0,,1,7,0,0
Termonde,Berlare,,,Flandre Orientale,20098132,9290,Apartment,APARTMENT,289000.0,2,99,,,As new,0,0,0,,1,6,0,0
Bruges,Brugge,51.208431,3.2258304,Flandre Occidentale,11118371,8000,Duplex,APARTMENT,299000.0,2,95,,,Good,0,1,0,,0,,0,0
Termonde,Berlare,,,Flandre Orientale,20098129,9290,Apartment,APARTMENT,299000.0,2,90,,,As new,0,0,0,,1,19,0,0
Termonde,Berlare,,,Flandre Orientale,20098124,9290,Apartment,APARTMENT,299000.0,2,93,,,As new,0,0,0,,1,19,0,0
Termonde,Berlare,,,Flandre Orientale,20098127,9290,Apartment,APARTMENT,309000.0,2,105,,,As new,0,0,0,,0,,0,0
Charleroi,CHARLEROI,,,Hainaut,9727429,6000,Apartment,APARTMENT,104000.0,3,78,,4,Good,0,1,0,,1,6,0,0
Bruges,Torhout,51.0678501,3.0942688,Flandre Occidentale,20404654,8820,Apartment,APARTMENT,149000.0,1,70,,,Good,0,1,0,,0,,0,0
Soignies,HOUDENG-GOEGNIES,,,Hainaut,10839468,7110,Apartment,APARTMENT,149999.0,2,92,,3,Good,0,1,0,,0,,0,0
Charleroi,LA HESTRE,,,Hainaut,10343439,7170,Apartment,APARTMENT,159000.0,2,94,,2,Good,0,1,0,,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,20344141,1070,Apartment,APARTMENT,169000.0,1,67,,2,Good,0,1,1,12,0,,0,0
Bruxelles,Berchem-Sainte-Agathe,,,Bruxelles,11043855,1082,Apartment,APARTMENT,179000.0,2,68,,2,As new,0,1,0,,1,3,0,0
Hal-Vilvorde,Asse,,,Brabant Flamand,20348121,1730,Apartment,APARTMENT,189000.0,2,85,,2,Good,0,0,0,,1,10,0,0
Malines,Bornem,,,Anvers,10657265,2880,Apartment,APARTMENT,190000.0,1,62,,,As new,0,0,0,,0,,0,0
Louvain,Aarschot,51.0058717,4.8294557,Brabant Flamand,20365273,3200,Apartment,APARTMENT,199000.0,3,80,,2,To renovate,0,1,0,,0,,0,0
Bruxelles,Koekelberg,,,Bruxelles,20281192,1081,Apartment,APARTMENT,209000.0,1,75,,2,As new,0,0,0,,0,,0,0
Turnhout,Geel,51.1997657,5.0339922,Anvers,20329133,2440,Duplex,APARTMENT,219000.0,2,93,,2,Just renovated,0,1,0,,1,2,0,0
Bruxelles,Anderlecht,,,Bruxelles,20299074,1070,Apartment,APARTMENT,229000.0,2,73,,2,Good,0,1,0,,1,9,0,0
Bruges,Zeebrugge,51.3314414,3.2033576,Flandre Occidentale,20037469,8380,Ground_Floor,APARTMENT,229000.0,1,56,,,Just renovated,0,0,0,,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,20223914,1070,Apartment,APARTMENT,250000.0,2,75,,2,Good,0,1,0,,1,16,0,0
Nivelles,Wavre,,,Brabant Wallon,11491933,1300,Apartment,APARTMENT,260000.0,2,90,,,As new,0,1,0,,0,,0,0
Termonde,Lebbeke,,,Flandre Orientale,20402342,9280,Apartment,APARTMENT,265000.0,1,78,,,Good,0,0,1,54,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,20268391,1080,Apartment,APARTMENT,275000.0,2,100,,2,Just renovated,0,1,0,,0,,0,0
Hasselt,Heusden-Zolder,51.036507,5.2900375,Limbourg,20060025,3550,Duplex,APARTMENT,279000.0,2,114,,3,As new,0,1,0,,0,,0,0
Turnhout,Retie,51.2725849,5.0755089,Anvers,20271468,2470,Apartment,APARTMENT,285000.0,2,99,,,As new,0,0,0,,0,,0,0
Hasselt,Genk,50.9665916,5.5036882,Limbourg,20403985,3600,Apartment,APARTMENT,290000.0,3,114,,,Good,0,1,0,,0,,0,0
Bruxelles,Jette,,,Bruxelles,11140505,1090,Apartment,APARTMENT,299000.0,2,95,,2,As new,0,1,0,,1,4,0,0
Eeklo,Zelzate,51.20001269999999,3.8100576,Flandre Orientale,20287001,9060,Duplex,APARTMENT,299000.0,2,133,,,Good,0,0,0,,0,,0,0
Eeklo,Zelzate,51.20001269999999,3.8100576,Flandre Orientale,20192995,9060,Duplex,APARTMENT,299000.0,2,133,,,Good,0,0,0,,0,,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004954,9120,Apartment,APARTMENT,299000.0,2,83,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004955,9120,Apartment,APARTMENT,299000.0,2,86,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004959,9120,Apartment,APARTMENT,299000.0,2,83,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004960,9120,Apartment,APARTMENT,299000.0,2,83,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004961,9120,Apartment,APARTMENT,299000.0,2,83,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004953,9120,Apartment,APARTMENT,299000.0,2,83,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004952,9120,Apartment,APARTMENT,299000.0,2,83,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,51.2164295,4.2477048,Flandre Orientale,20243801,9120,Apartment,APARTMENT,299500.0,2,96,,,Good,0,1,0,,1,11,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004946,9120,Apartment,APARTMENT,309000.0,2,83,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004964,9120,Apartment,APARTMENT,309000.0,2,86,,,As new,0,0,0,,1,13,0,0
Saint-Nicolas,Beveren-Waas,,,Flandre Orientale,10004970,9120,Apartment,APARTMENT,309000.0,2,92,,,As new,0,0,0,,1,26,0,0
Termonde,Dendermonde,,,Flandre Orientale,20423726,9200,Apartment,APARTMENT,199000.0,1,78,,,Good,0,0,0,,0,,0,0
Mouscron,Mouscron,,,Hainaut,20425432,7700,Penthouse,APARTMENT,229000.0,3,140,,2,Good,0,1,0,,1,20,0,0
Bruxelles,Koekelberg,,,Bruxelles,20464822,1081,Apartment,APARTMENT,229000.0,2,116,,2,To be done up,0,0,0,,1,6,0,0
Ostende,Oostende,51.2150431,2.8867603,Flandre Occidentale,20337704,8400,Flat_Studio,APARTMENT,79000.0,1,35,,2,To be done up,0,0,0,,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,50.8584123,4.3156034,Bruxelles,20335110,1080,Apartment,APARTMENT,145000.0,1,65,,,To be done up,0,0,0,,1,6,0,0
Thuin,ANDERLUES,,,Hainaut,10393684,6150,Apartment,APARTMENT,155000.0,2,89,,2,As new,0,1,0,,1,2,0,0
Bruges,Torhout,51.0864831,3.0741584,Flandre Occidentale,20384750,8820,Apartment,APARTMENT,198000.0,2,90,,,Good,0,1,0,,0,,0,0
Verviers,Baelen,50.622339,5.940459,Liège,20038622,4837,Apartment,APARTMENT,212500.0,2,92,,,Good,0,0,0,,0,,0,0
Malines,Willebroek,,,Anvers,10211115,2830,Apartment,APARTMENT,219000.0,2,90,,,Good,0,0,0,,0,,0,0
Malines,Willebroek,,,Anvers,10212533,2830,Apartment,APARTMENT,219000.0,2,90,,,Good,0,0,0,,0,,0,0
Verviers,Baelen,50.622339,5.940459,Liège,20038615,4837,Apartment,APARTMENT,221000.0,2,90,,,Good,0,0,0,,0,,0,0
Malines,Willebroek,,,Anvers,11397065,2830,Apartment,APARTMENT,229000.0,2,90,,,Good,0,0,0,,0,,0,0
Nivelles,Chaumont-Gistoux,,,Brabant Wallon,10375911,1325,Apartment,APARTMENT,230000.0,1,60,,3,As new,0,1,0,,1,3,0,0
Hal-Vilvorde,Wemmel,,,Brabant Flamand,11480478,1780,Apartment,APARTMENT,235000.0,1,60,,2,As new,0,1,0,,1,6,0,0
Louvain,Geetbets,,,Brabant Flamand,20357192,3450,Apartment,APARTMENT,235000.0,3,97,,3,As new,0,1,0,,0,,0,0
Bruxelles,Koekelberg,,,Bruxelles,11084522,1081,Duplex,APARTMENT,239000.0,3,155,,2,To be done up,0,1,0,,1,11,0,0
Bruxelles,Saint-Gilles,,,Bruxelles,20271719,1060,Apartment,APARTMENT,245000.0,2,68,,2,Good,0,0,0,,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,11310321,1070,Apartment,APARTMENT,249000.0,2,85,,2,As new,0,1,0,,0,,0,0
Bruxelles,Koekelberg,,,Bruxelles,11410679,1081,Apartment,APARTMENT,249000.0,2,100,,2,As new,0,1,0,,0,,0,0
Turnhout,Turnhout,51.3216763,4.9465142,Anvers,20401440,2300,Ground_Floor,APARTMENT,249000.0,2,143,,2,Good,0,1,0,,0,,0,0
Dixmude,Handzame,51.0250753,3.0068146,Flandre Occidentale,20014502,8610,Apartment,APARTMENT,249500.0,2,93,,,As new,0,0,0,,1,9,0,0
Verviers,Baelen,50.622339,5.940459,Liège,20038636,4837,Apartment,APARTMENT,253000.0,3,106,,,Good,0,0,0,,0,,0,0
Saint-Nicolas,Temse,51.1244236,4.2177481,Flandre Orientale,10598165,9140,Ground_Floor,APARTMENT,259000.0,2,99,,2,Good,0,0,1,14,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,20335457,1070,Apartment,APARTMENT,260000.0,2,91,,2,To be done up,0,0,0,,0,,0,0
Charleroi,Charleroi Ransart,,,Hainaut,20158150,6043,Duplex,APARTMENT,260000.0,3,160,,2,As new,0,1,0,,0,,1,0
Louvain,Tienen,50.804395,4.9425271,Brabant Flamand,20302977,3300,Apartment,APARTMENT,269000.0,3,107,,2,Just renovated,0,0,0,,0,,0,0
Nivelles,Grez-Doiceau,,,Brabant Wallon,11286729,1390,Apartment,APARTMENT,275000.0,2,85,,,As new,0,0,0,,0,,0,0
Ostende,Oostende,,,Flandre Occidentale,11489177,8400,Apartment,APARTMENT,289000.0,2,78,,,Just renovated,0,0,0,,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,20357646,1070,Duplex,APARTMENT,295000.0,3,146,,,As new,0,1,0,,0,,0,0
Anvers,Kapellen,51.31293429999999,4.4293825,Anvers,11364248,2950,Ground_Floor,APARTMENT,299000.0,1,80,,,Good,0,0,1,70,1,17,0,0
Mouscron,Herseaux,,,Hainaut,20428677,7712,Apartment,APARTMENT,119000.0,2,86,,2,Good,0,0,0,,0,,0,0
Mons,AUDREGNIES,,,Hainaut,20402681,7382,Ground_Floor,APARTMENT,129000.0,1,65,,2,As new,0,1,0,,0,,0,0
Mons,AUDREGNIES,,,Hainaut,20402546,7382,Apartment,APARTMENT,129000.0,1,65,,3,As new,0,1,0,,0,,0,0
Bruges,Torhout,51.06420689999999,3.1049785,Flandre Occidentale,20243830,8820,Apartment,APARTMENT,139500.0,1,60,,,Good,0,1,0,,0,,0,0
Neufchâteau,Neufchâteau,,,Luxembourg,11432671,6840,Apartment,APARTMENT,140000.0,1,77,,2,Good,0,0,0,,0,,0,0
Mons,Mons,,,Hainaut,20339854,7012,Apartment,APARTMENT,149000.0,1,50,,2,As new,0,1,0,,0,,0,0
Mons,Mons,,,Hainaut,20339853,7012,Apartment,APARTMENT,149000.0,1,50,,2,As new,0,1,0,,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,11354969,1080,Apartment,APARTMENT,159000.0,1,52,,,As new,0,0,0,,1,14,0,0
Bruxelles,Evere,,,Bruxelles,20315636,1140,Penthouse,APARTMENT,179000.0,1,40,,4,As new,0,1,0,,1,9,0,0
Bruges,Torhout,51.0644561,3.1024189,Flandre Occidentale,20343185,8820,Apartment,APARTMENT,198000.0,2,115,,,As new,0,1,0,,0,,0,0
Bruxelles,Berchem-Sainte-Agathe,,,Bruxelles,11357858,1082,Duplex,APARTMENT,199000.0,2,67,,2,As new,0,1,0,,0,,0,0
Malines,Bornem,,,Anvers,10657266,2880,Apartment,APARTMENT,205000.0,1,62,,,As new,0,0,0,,0,,0,0
Louvain,Tienen,50.804395,4.9425271,Brabant Flamand,20293368,3300,Apartment,APARTMENT,229000.0,2,74,,2,Just renovated,0,0,0,,0,,0,0
Bruxelles,Saint-Gilles,,,Bruxelles,20051050,1060,Apartment,APARTMENT,245000.0,1,60,,,To be done up,0,0,0,,1,6,0,0
Louvain,Tienen,50.804395,4.9425271,Brabant Flamand,20305723,3300,Apartment,APARTMENT,249000.0,2,84,,2,Just renovated,0,0,0,,0,,0,0
Ostende,Ichtegem,51.09319970000001,3.0116471,Flandre Occidentale,11439654,8480,Apartment,APARTMENT,276500.0,2,90,,,Good,0,1,0,,1,9,0,0
Mons,Mons,,,Hainaut,20342610,7012,Apartment,APARTMENT,280000.0,2,100,,2,As new,0,1,0,,0,,0,0
Eeklo,Maldegem,51.2065403,3.4479738,Flandre Orientale,11089401,9990,Apartment,APARTMENT,295000.0,2,84,,,As new,0,1,0,,0,,0,0
Roulers,Roeselare,,,Flandre Occidentale,20377472,8800,Apartment,APARTMENT,175000.0,2,78,,2,As new,0,1,0,,1,7,1,0
Turnhout,Laakdal,51.06486590000001,4.9877335,Anvers,20367524,2430,Apartment,APARTMENT,239000.0,2,86,,,Good,0,0,0,,0,,0,0
Charleroi,MONCEAU-SUR-SAMBRE,,,Hainaut,10076230,6031,Duplex,APARTMENT,59999.0,3,83,,3,Good,0,0,0,,0,,0,0
Charleroi,CHARLEROI,,,Hainaut,10110018,6000,Apartment,APARTMENT,149999.0,2,125,,2,As new,0,1,0,,1,5,0,0
Anvers,Antwerpen Merksem,51.2479384,4.4596858,Anvers,20214671,2170,Apartment,APARTMENT,159000.0,1,57,,2,Good,0,0,0,,0,,0,0
Mons,Mons Ghlin,50.4682341,3.923432599999999,Hainaut,20374473,7011,Apartment,APARTMENT,179000.0,2,100,,3,Good,0,1,0,,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,20221898,1070,Apartment,APARTMENT,189000.0,2,88,,,To restore,0,0,0,,1,3,0,0
Bruxelles,Saint-Josse-ten-Noode,50.8499194,4.3714568,Bruxelles,20228814,1210,Apartment,APARTMENT,190000.0,1,60,,,To be done up,0,0,0,,0,,0,0
Bruxelles,Anderlecht,,,Bruxelles,11111909,1070,Apartment,APARTMENT,199000.0,2,70,,2,To be done up,0,0,0,,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,20008307,1080,Apartment,APARTMENT,199000.0,2,82,,2,Good,0,1,0,,1,8,0,0
Malines,Willebroek,,,Anvers,10212532,2830,Apartment,APARTMENT,219000.0,2,90,,,Good,0,0,0,,0,,0,0
Namur,Fosses-la-Ville,,,Namur,11156763,5070,Ground_Floor,APARTMENT,222000.0,1,65,,2,As new,0,1,0,,1,12,0,0
Malines,Tisselt,,,Anvers,11289229,2830,Apartment,APARTMENT,239000.0,1,62,,,As new,0,0,0,,1,13,0,0
Bruxelles,Ganshoren,,,Bruxelles,20441583,1083,Apartment,APARTMENT,200000.0,2,72,,3,Good,0,1,0,,1,3,0,0
Anvers,Mortsel,51.1684952,4.4713306,Anvers,20414419,2640,Apartment,APARTMENT,279000.0,1,64,,2,Good,0,0,0,,1,8,0,0
Charleroi,CHARLEROI,,,Hainaut,10625620,6000,Apartment,APARTMENT,94999.0,1,70,,2,To be done up,0,0,0,,0,,0,0
Charleroi,MANAGE,,,Hainaut,10813470,7170,Apartment,APARTMENT,139000.0,2,103,,2,Good,0,1,0,,0,,1,0
Bruxelles,Jette,,,Bruxelles,11444685,1090,Apartment,APARTMENT,145000.0,1,57,,3,Good,0,1,0,,0,,0,0
Liège,LIÈGE,,,Liège,20032087,4000,Apartment,APARTMENT,149000.0,1,47,,2,Just renovated,0,0,0,,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,11130607,1080,Apartment,APARTMENT,165000.0,2,78,,2,To be done up,0,0,0,,0,,0,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,11271446,1080,Apartment,APARTMENT,199000.0,1,64,,2,As new,0,1,0,,1,15,0,0
Bruxelles,Koekelberg,,,Bruxelles,20313883,1081,Apartment,APARTMENT,199900.0,2,70,,3,As new,0,0,0,,1,2,0,0
Bruxelles,Berchem-Sainte-Agathe,,,Bruxelles,20313764,1082,Apartment,APARTMENT,199900.0,2,70,,3,As new,0,0,0,,1,2,0,0
Bruxelles,Molenbeek-Saint-Jean,,,Bruxelles,20246462,1080,Apartment,APARTMENT,249000.0,2,83,,,Just renovated,0,1,0,,1,7,0,0
Malines,Bornem,,,Anvers,10871014,2880,Apartment,APARTMENT,259000.0,1,73,,,As new,0,0,0,,1,14,0,0
Turnhout,Kasterlee,51.244678,4.8948591,Anvers,11491108,2460,Duplex,APARTMENT,309940.0,2,120,,,Good,0,0,0,,1,8,0,0
Malines,Puurs-Sint-Amands,,,Anvers,20444727,2870,Apartment,APARTMENT,279000.0,2,85,,2,Good,0,1,0,,0,,0,0
